65469,0.6167262
65470,0.6167262
65471,0.6167262
65472,0.6167262
65473,0.6167262
65474,0.6167262
65475,0.6167262
65476,0.6167262
65477,0.6167262
65478,0.6167262
65479,0.6167262
65480,0.6167262
65481,0.6167262
65482,0.6167262
65483,0.6167262
65484,0.6167262
65485,0.6167262
65486,0.6167262
65487,0.62464994
65488,0.6167262
65489,0.6167262
65490,0.6167262
65491,0.6167262
65492,0.6167262
65493,0.6167262
65494,0.6167262
65495,0.6167262
65496,0.6167262
65497,0.6167262
65498,0.6167262
65499,0.6167262
65500,0.6167262
65501,0.6167262
65502,0.6167262
65503,0.6167262
65504,0.6167262
65505,0.6167262
65506,0.6167262
65507,0.6167262
65508,0.6167262
65509,0.6167262
65510,0.6167262
65511,0.6167262
65512,0.6167262
65513,0.6167262
65514,0.6167262
65515,0.6167262
65516,0.6167262
65517,0.6167262
65518,0.6167262
65519,0.6167262
65520,0.6167262
65521,0.6167262
65522,0.6167262
65523,0.6167262
65524,0.6167262
65525,0.6167262
65526,0.6167262
65527,0.6167262
65528,0.6167262
65529,0.6167262
65530,0.6186502
65531,0.6167262
65532,0.6167262
65533,0.6167262
65534,0.6167262
65535,0.6167262
65536,0.6167262
65537,0.6167262
65538,0.6167262
65539,0.6167262
65540,0.6167262
65541,0.6167262
65542,0.6167262
65543,0.6167262
65544,0.6167262
65545,0.6167262
65546,0.6167262
65547,0.6167262
65548,0.6167262
65549,0.6167262
65550,0.6167262
65551,0.6167262
65552,0.6167262
65553,0.6167262
65554,0.6167262
65555,0.6167262
65556,0.6167262
65557,0.6167262
65558,0.6167262
65559,0.6167262
65560,0.6167262
65561,0.6167262
65562,0.6167262
65563,0.6167262
65564,0.6167262
65565,0.6167262
65566,0.6167262
65567,0.6167262
65568,0.6167262
65569,0.6167262
65570,0.6167262
65571,0.6167262
65572,0.6167262
65573,0.6167262
65574,0.6167262
65575,0.6167262
65576,0.6167262
65577,0.6167262
65578,0.6167262
65579,0.6167262
65580,0.6167262
65581,0.6167262
65582,0.6167262
65583,0.6167262
65584,0.6167262
65585,0.6167262
65586,0.6167262
65587,0.6167262
65588,0.6167262
65589,0.6167262
65590,0.6167262
65591,0.6167262
65592,0.6167262
65593,0.6167262
65594,0.6167262
65595,0.6167262
65596,0.6167262
65597,0.6167262
65598,0.6167262
65599,0.6167262
65600,0.6167262
65601,0.6167262
65602,0.6167262
65603,0.6167262
65604,0.6167262
65605,0.6167262
65606,0.6167262
65607,0.6167262
65608,0.6167262
65609,0.6167262
65610,0.6174212
65611,0.6167262
65612,0.6167262
65613,0.6167262
65614,0.6167262
65615,0.6167262
65616,0.6167262
65617,0.6167262
65618,0.6167262
65619,0.6167262
65620,0.6167262
65621,0.6167262
65622,0.6167262
65623,0.6167262
65624,0.6167262
65625,0.6167262
65626,0.6167262
65627,0.6167262
65628,0.6167262
65629,0.6167262
65630,0.6167262
65631,0.6167262
65632,0.6167262
65633,0.6167262
65634,0.6167262
65635,0.6167262
65636,0.6167262
65637,0.6167262
65638,0.6167262
65639,0.6167262
65640,0.6167262
65641,0.6167262
65642,0.6167262
65643,0.6167262
65644,0.6167262
65645,0.6167262
65646,0.6167262
65647,0.6167262
65648,0.6167262
65649,0.6167262
65650,0.6167262
65651,0.6167262
65652,0.6167262
65653,0.6167262
65654,0.6167262
65655,0.6167262
65656,0.6167262
65657,0.6167262
65658,0.6167262
65659,0.6167262
65660,0.6167262
65661,0.6167262
65662,0.6167262
65663,0.6167262
65664,0.6167262
65665,0.6167262
65666,0.6167262
65667,0.6167262
65668,0.6167262
65669,0.6167262
65670,0.6167262
65671,0.6167262
65672,0.6167262
65673,0.6167262
65674,0.6167262
65675,0.6167262
65676,0.6167262
65677,0.6167262
65678,0.6167262
65679,0.6167262
65680,0.6167262
65681,0.6167262
65682,0.6167262
65683,0.6167262
65684,0.6167262
65685,0.6167262
65686,0.6167262
65687,0.6167262
65688,0.6167262
65689,0.6167262
65690,0.6167262
65691,0.6167262
65692,0.6167262
65693,0.6167262
65694,0.6167262
65695,0.6167262
65696,0.6167262
65697,0.6167262
65698,0.6167262
65699,0.6167262
65700,0.6167262
65701,0.6167262
65702,0.6167262
65703,0.6167262
65704,0.6167262
65705,0.6167262
65706,0.6167262
65707,0.6167262
65708,0.6167262
65709,0.6167262
