65469,0.616685
65470,0.616686
65471,0.61668587
65472,0.616686
65473,0.61668545
65474,0.61668545
65475,0.61668444
65476,0.6166844
65477,0.616686
65478,0.61668515
65479,0.61854696
65480,0.61668587
65481,0.6166858
65482,0.6166857
65483,0.61668545
65484,0.61668587
65485,0.6166859
65486,0.6166853
65487,0.6186444
65488,0.61668605
65489,0.6166857
65490,0.6166841
65491,0.61668605
65492,0.6166843
65493,0.61668456
65494,0.61668664
65495,0.61668366
65496,0.61668545
65497,0.61668473
65498,0.6166844
65499,0.6166852
65500,0.621513
65501,0.61668485
65502,0.6166844
65503,0.6166853
65504,0.61669046
65505,0.6166863
65506,0.61668456
65507,0.6166849
65508,0.61668587
65509,0.616685
65510,0.61668444
65511,0.6166849
65512,0.61668533
65513,0.61668366
65514,0.6166862
65515,0.6166878
65516,0.61668897
65517,0.61668736
65518,0.6166846
65519,0.61851984
65520,0.6166847
65521,0.61668515
65522,0.62240374
65523,0.61668545
65524,0.616685
65525,0.61668557
65526,0.61668533
65527,0.61668515
65528,0.61668396
65529,0.61668444
65530,0.6166766
65531,0.6166846
65532,0.61668444
65533,0.61668473
65534,0.61668473
65535,0.6166816
65536,0.61668444
65537,0.61668503
65538,0.61668515
65539,0.61668444
65540,0.6166846
65541,0.61668473
65542,0.616685
65543,0.6166842
65544,0.616685
65545,0.6166851
65546,0.6166851
65547,0.61668587
65548,0.61668545
65549,0.616685
65550,0.6166849
65551,0.61668587
65552,0.616686
65553,0.6176243
65554,0.61669177
65555,0.61668456
65556,0.6166849
65557,0.61879635
65558,0.616686
65559,0.616686
65560,0.6166863
65561,0.61669767
65562,0.61668545
65563,0.61668587
65564,0.6166844
65565,0.61668396
65566,0.61973274
65567,0.6166872
65568,0.6166737
65569,0.6166858
65570,0.6166836
65571,0.61668444
65572,0.61762285
65573,0.6176258
65574,0.61669225
65575,0.6166843
65576,0.61668414
65577,0.61668664
65578,0.6166851
65579,0.61668414
65580,0.616685
65581,0.6166872
65582,0.61668587
65583,0.61668587
65584,0.6166856
65585,0.61668414
65586,0.6166848
65587,0.6166875
65588,0.6166852
65589,0.6166874
65590,0.61668545
65591,0.6166821
65592,0.6166846
65593,0.6166844
65594,0.6166867
65595,0.616686
65596,0.6166851
65597,0.6166814
65598,0.61668515
65599,0.616685
65600,0.61668456
65601,0.61668587
65602,0.61668456
65603,0.61668473
65604,0.6166849
65605,0.61668444
65606,0.61668545
65607,0.61668545
65608,0.616684
65609,0.616686
65610,0.616684
65611,0.6185359
65612,0.6166854
65613,0.61668426
65614,0.6166857
65615,0.6166849
65616,0.6166848
65617,0.6166856
65618,0.6166851
65619,0.6166851
65620,0.6166855
65621,0.6166849
65622,0.6166858
65623,0.6166844
65624,0.61668575
65625,0.61668456
65626,0.61668545
65627,0.61668414
65628,0.616686
65629,0.61668617
65630,0.6166849
65631,0.6166847
65632,0.61668545
65633,0.61823124
65634,0.616686
65635,0.6166849
65636,0.61668396
65637,0.61668444
65638,0.6166851
65639,0.61668605
65640,0.616685
65641,0.617361
65642,0.6166887
65643,0.6166855
65644,0.61668456
65645,0.61668587
65646,0.6166855
65647,0.61668533
65648,0.6166847
65649,0.61668706
65650,0.616686
65651,0.6166848
65652,0.61668587
65653,0.616686
65654,0.6166858
65655,0.61668587
65656,0.61720794
65657,0.61668545
65658,0.61668456
65659,0.61668587
65660,0.61668736
65661,0.6166855
65662,0.62070745
65663,0.61668533
65664,0.61668587
65665,0.6166847
65666,0.6166844
65667,0.61668545
65668,0.6166857
65669,0.61668473
65670,0.61668587
65671,0.61668587
65672,0.6166842
65673,0.61668545
65674,0.6166855
65675,0.61668366
65676,0.6166858
65677,0.61668545
65678,0.6166856
65679,0.61668545
65680,0.6166857
65681,0.61668587
65682,0.6166851
65683,0.6166845
65684,0.6166852
65685,0.6166858
65686,0.6185646
65687,0.6166857
65688,0.61668545
65689,0.61668545
65690,0.61668545
65691,0.61668587
65692,0.61668545
65693,0.61668605
65694,0.6166854
65695,0.61668456
65696,0.6166839
65697,0.61668545
65698,0.6166841
65699,0.6166845
65700,0.6166855
65701,0.61668545
65702,0.61668485
65703,0.6166842
65704,0.6166842
65705,0.61668456
65706,0.6166866
65707,0.61668605
65708,0.61668414
65709,0.61668444
65710,0.617198
65711,0.61668545
65712,0.61668515
65713,0.6166843
65714,0.6207364
65715,0.61668605
65716,0.61668366
65717,0.61762106
65718,0.61668587
65719,0.6166845
65720,0.6166849
65721,0.61668533
65722,0.61668396
65723,0.61668473
65724,0.61668456
65725,0.6166872
65726,0.6166737
65727,0.616685
65728,0.61668444
65729,0.6166848
65730,0.61668414
65731,0.616685
65732,0.616685
65733,0.6166942
65734,0.6166849
65735,0.61668456
65736,0.61668545
65737,0.61668414
65738,0.61668533
65739,0.61668366
65740,0.6166856
65741,0.61786526
65742,0.6166858
65743,0.61668515
65744,0.6166846
65745,0.61668575
65746,0.6166851
65747,0.6166845
65748,0.616685
65749,0.61668485
65750,0.616685
65751,0.6166851
65752,0.6166855
65753,0.61668473
65754,0.6166858
65755,0.6166844
65756,0.6166857
65757,0.6166844
65758,0.6166846
65759,0.61668605
65760,0.61668634
65761,0.6166857
